subjID,condition,phase,target,correct_choice,wrong_choice,correct_order,trial_type,response,accuracy,catch_accuracy
2019-07-10-200250,shapes,test,square_trapeze,cross_square_trapeze,square_trapeze_cross,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,circle_scalene,star_circle_scalene,circle_scalene_star,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,trapeze_semicircle,trapeze_semicircle_square,triangle_cross_pac,2,post-diff,2,1,1
2019-07-10-200250,shapes,test,polygon_ring,right_polygon_ring,polygon_ring_right,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,triangle_kite,heart_triangle_kite,triangle_kite_heart,2,post-pre,2,1,1
2019-07-10-200250,shapes,test,cross_rectangle,diamond_cross_rectangle,cross_rectangle_diamond,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,pac_hexagon,cross_pac_hexagon,pac_hexagon_cross,2,post-pre,2,1,1
2019-07-10-200250,shapes,test,ring_ellipse,parallelogram_ring_ellipse,ring_ellipse_parallelogram,1,post-pre,1,1,1
2019-07-10-200250,shapes,test,polygon_arrow,right_polygon_arrow,polygon_arrow_right,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,parallelogram_pentagon,square_parallelogram_pentagon,trapeze_circle_rectangle,2,pre-diff,2,1,1
2019-07-10-200250,shapes,test,heart_cross,heart_cross,arrow_scalene_diamond,2,ident-diff,2,1,1
2019-07-10-200250,shapes,test,right_trapeze,semicircle_right_trapeze,star_trefoil_quatrefoil,2,pre-diff,2,1,1
2019-07-10-200250,shapes,test,heart_trefoil,quatrefoil_heart_trefoil,polygon_diamond_hexagon,1,pre-diff,1,1,1
2019-07-10-200250,shapes,test,triangle_circle,trapeze_triangle_circle,triangle_circle_trapeze,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,polygon_diamond,polygon_diamond,kite_polygon_diamond,2,ident-pre,2,1,1
2019-07-10-200250,shapes,test,parallelogram_rectangle,star_parallelogram_rectangle,parallelogram_rectangle_star,2,post-pre,1,0,1
2019-07-10-200250,shapes,test,octagon_star,ring_octagon_star,octagon_star_ring,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,right_cross,right_cross,right_cross_trefoil,1,ident-post,1,1,1
2019-07-10-200250,shapes,test,arrow_scalene,trapeze_arrow_scalene,arrow_scalene_trapeze,2,post-pre,1,0,1
2019-07-10-200250,shapes,test,star_ellipse,hexagon_star_ellipse,star_ellipse_hexagon,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,triangle_semicircle,pac_triangle_semicircle,triangle_semicircle_pac,2,post-pre,2,1,1
2019-07-10-200250,shapes,test,arrow_diamond,octagon_arrow_diamond,arrow_diamond_octagon,2,post-pre,2,1,1
2019-07-10-200250,shapes,test,pentagon_kite,parallelogram_pentagon_kite,pentagon_kite_parallelogram,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,semicircle_ellipse,semicircle_ellipse,arrow_semicircle_ellipse,1,ident-pre,1,1,1
2019-07-10-200250,shapes,test,parallelogram_crescent,semicircle_parallelogram_crescent,parallelogram_crescent_semicircle,1,post-pre,2,0,1
2019-07-10-200250,shapes,test,pentagon_octagon,pentagon_octagon,pentagon_octagon_pac,2,ident-post,2,1,1
2019-07-10-200250,shapes,test,parallelogram_ring,trapeze_parallelogram_ring,parallelogram_ring_trapeze,2,post-pre,2,1,1
2019-07-11-153434,words,test,te_ni,the_te_ni,te_ni_the,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,jo_ji,jo_ji_te,bo_ke_thi,1,post-diff,1,1,0.533333333333333
2019-07-11-153434,words,test,bu_ne,bu_ne,wa_bu_ne,1,ident-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,ye_thu,yo_ye_thu,ye_thu_yo,2,post-pre,1,0,0.533333333333333
2019-07-11-153434,words,test,bo_the,ri_bo_the,bo_the_ri,1,post-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,ye_ti,ye_ti,thi_jo_ji,2,ident-diff,1,0,0.533333333333333
2019-07-11-153434,words,test,ti_we,yo_ti_we,ti_we_yo,1,post-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,yo_ya,ta_yo_ya,yo_ya_ta,1,post-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,na_no,me_na_no,na_no_me,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,ja_ta,ja_ta,tho_thi_je,1,ident-diff,1,1,0.533333333333333
2019-07-11-153434,words,test,ri_no,ye_ri_no,ri_no_ye,1,post-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,jo_ra,we_jo_ra,jo_ra_we,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,ja_yu,me_ja_yu,ja_yu_me,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ju_no,ti_ju_no,ye_ko_je,2,pre-diff,1,0,0.533333333333333
2019-07-11-153434,words,test,ne_thi,ra_ne_thi,ne_thi_ra,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ye_bo,ye_bo,ye_bo_ja,1,ident-post,2,0,0.533333333333333
2019-07-11-153434,words,test,ke_ro,the_ke_ro,ke_ro_the,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,ne_mo,ne_mo_ti,ke_ju_jo,1,post-diff,2,0,0.533333333333333
2019-07-11-153434,words,test,bu_ta,bu_ta_ji,ro_ni_the,1,post-diff,2,0,0.533333333333333
2019-07-11-153434,words,test,to_ko,to_ko,thi_to_ko,1,ident-pre,1,1,0.533333333333333
2019-07-11-153434,words,test,the_ro,the_ro,re_the_ro,2,ident-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,bu_jo,ye_bu_jo,bu_jo_ye,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,ke_na,re_ke_na,ke_na_re,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,yu_thi,me_yu_thi,yu_thi_me,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,to_thu,wa_to_thu,to_thu_wa,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ne_no,ta_ne_no,ne_no_ta,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ju_ya,me_ju_ya,ju_ya_me,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ne_ti,yi_ne_ti,ya_ri_tho,1,pre-diff,2,0,0.533333333333333
2019-07-11-153434,words,test,ja_ti,ke_ja_ti,ja_ti_ke,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,ri_ko,ri_ko,ri_ko_jo,2,ident-post,2,1,0.533333333333333
2019-07-11-153434,words,test,ye_ne,tho_ye_ne,ye_ne_tho,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,re_yu,re_yu,re_yu_ye,2,ident-post,2,1,0.533333333333333
2019-07-11-153434,words,test,na_yi,na_yi,no_ji_ju,2,ident-diff,2,1,0.533333333333333
2019-07-11-153434,words,test,bu_bo,yi_bu_bo,thu_ke_yo,1,pre-diff,2,0,0.533333333333333
2019-07-11-153434,words,test,mo_thi,ni_mo_thi,mo_thi_ni,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,tho_ya,na_tho_ya,tho_ya_na,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,wa_na,jo_wa_na,wa_na_jo,2,post-pre,2,1,0.533333333333333
2019-07-11-153434,words,test,re_ra,yo_re_ra,re_ra_yo,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,ye_re,thi_ye_re,ye_re_thi,1,post-pre,2,0,0.533333333333333
2019-07-11-153434,words,test,re_ja,bo_re_ja,re_ja_bo,1,post-pre,2,0,0.533333333333333
2019-07-11-155109,shapes,test,semicircle_kite,hexagon_semicircle_kite,semicircle_kite_hexagon,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,circle_polygon,circle_polygon_cross,trapeze_ellipse_diamond,2,post-diff,2,1,1
2019-07-11-155109,shapes,test,parallelogram_trefoil,trapeze_parallelogram_trefoil,parallelogram_trefoil_trapeze,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,parallelogram_pac,parallelogram_pac,heart_hexagon_scalene,1,ident-diff,1,1,1
2019-07-11-155109,shapes,test,diamond_pac,rectangle_diamond_pac,diamond_pac_rectangle,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,star_pentagon,star_pentagon,heart_octagon_right,1,ident-diff,1,1,1
2019-07-11-155109,shapes,test,arrow_kite,quatrefoil_arrow_kite,arrow_kite_quatrefoil,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,rectangle_polygon,hexagon_rectangle_polygon,quatrefoil_pac_hexagon,1,pre-diff,1,1,1
2019-07-11-155109,shapes,test,circle_trapeze,right_circle_trapeze,circle_trapeze_right,2,post-pre,1,0,1
2019-07-11-155109,shapes,test,semicircle_trefoil,semicircle_trefoil,semicircle_trefoil_arrow,1,ident-post,1,1,1
2019-07-11-155109,shapes,test,rectangle_hexagon,parallelogram_rectangle_hexagon,rectangle_hexagon_parallelogram,1,post-pre,1,1,1
2019-07-11-155109,shapes,test,triangle_arrow,right_triangle_arrow,triangle_arrow_right,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,polygon_pac,diamond_polygon_pac,polygon_pac_diamond,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,star_semicircle,cross_star_semicircle,star_semicircle_cross,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,star_scalene,star_scalene,star_scalene_triangle,1,ident-post,1,1,1
2019-07-11-155109,shapes,test,triangle_parallelogram,square_triangle_parallelogram,triangle_parallelogram_square,1,post-pre,1,1,1
2019-07-11-155109,shapes,test,semicircle_ring,right_semicircle_ring,semicircle_ring_right,2,post-pre,1,0,1
2019-07-11-155109,shapes,test,hexagon_kite,hexagon_kite,rectangle_diamond_trapeze,2,ident-diff,2,1,1
2019-07-11-155109,shapes,test,hexagon_trefoil,hexagon_trefoil_octagon,circle_semicircle_parallelogram,1,post-diff,1,1,1
2019-07-11-155109,shapes,test,cross_trapeze,quatrefoil_cross_trapeze,cross_trapeze_quatrefoil,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,heart_ellipse,circle_heart_ellipse,heart_ellipse_circle,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,heart_octagon,circle_heart_octagon,heart_octagon_circle,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,circle_octagon,square_circle_octagon,circle_octagon_square,1,post-pre,1,1,1
2019-07-11-155109,shapes,test,pentagon_quatrefoil,circle_pentagon_quatrefoil,pentagon_quatrefoil_circle,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,ellipse_trapeze,polygon_ellipse_trapeze,ellipse_trapeze_polygon,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,arrow_pentagon,semicircle_arrow_pentagon,arrow_pentagon_semicircle,2,post-pre,1,0,1
2019-07-11-155109,shapes,test,right_circle,hexagon_right_circle,right_circle_hexagon,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,ring_pac,octagon_ring_pac,ring_pac_octagon,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,ellipse_octagon,ellipse_octagon,kite_ellipse_octagon,2,ident-pre,2,1,1
2019-07-11-155109,shapes,test,polygon_trapeze,pac_polygon_trapeze,polygon_trapeze_pac,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,arrow_ring,triangle_arrow_ring,arrow_ring_triangle,1,post-pre,1,1,1
2019-07-11-155109,shapes,test,triangle_scalene,triangle_scalene,polygon_triangle_scalene,2,ident-pre,2,1,1
2019-07-11-155109,shapes,test,trapeze_square,trapeze_square,trapeze_square_octagon,1,ident-post,1,1,1
2019-07-11-155109,shapes,test,star_hexagon,star_hexagon_ellipse,triangle_polygon_trapeze,2,post-diff,2,1,1
2019-07-11-155109,shapes,test,right_ring,scalene_right_ring,right_ring_scalene,1,post-pre,2,0,1
2019-07-11-155109,shapes,test,circle_ellipse,polygon_circle_ellipse,circle_ellipse_polygon,2,post-pre,2,1,1
2019-07-11-155109,shapes,test,cross_ring,cross_ring,crescent_cross_ring,1,ident-pre,1,1,1
2019-07-11-155109,shapes,test,diamond_rectangle,hexagon_diamond_rectangle,parallelogram_trapeze_octagon,2,pre-diff,2,1,1
2019-07-11-155109,shapes,test,circle_trefoil,arrow_circle_trefoil,circle_trefoil_arrow,2,post-pre,1,0,1
2019-07-11-155109,shapes,test,scalene_heart,trefoil_scalene_heart,parallelogram_right_ellipse,1,pre-diff,1,1,1
2019-07-15-105042,words,test,we_thi,no_we_thi,we_thi_no,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,tha_ra,re_tha_ra,tha_ra_re,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ja_ne,wa_ja_ne,ja_ne_wa,1,post-pre,2,0,0.533333333333333
2019-07-15-105042,words,test,ri_yi,thi_ri_yi,je_to_ke,2,pre-diff,1,0,0.533333333333333
2019-07-15-105042,words,test,bo_ro,ti_bo_ro,bo_ro_ti,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,me_thi,na_me_thi,me_thi_na,1,post-pre,2,0,0.533333333333333
2019-07-15-105042,words,test,bu_yo,ti_bu_yo,bu_yo_ti,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,thu_ke,jo_thu_ke,thu_ke_jo,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,bo_ke,bo_ke,ti_to_wa,2,ident-diff,1,0,0.533333333333333
2019-07-15-105042,words,test,ni_we,no_ni_we,ni_we_no,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,bu_je,to_bu_je,bu_je_to,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,ya_yo,yi_ya_yo,ya_yo_yi,1,post-pre,2,0,0.533333333333333
2019-07-15-105042,words,test,ra_thi,je_ra_thi,ra_thi_je,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,na_thi,je_na_thi,na_thi_je,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,jo_ko,ju_jo_ko,jo_ko_ju,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ko_we,je_ko_we,ko_we_je,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,me_we,me_we,yi_me_we,1,ident-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,ye_thi,the_ye_thi,ye_thi_the,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,thu_ri,ji_thu_ri,thu_ri_ji,2,post-pre,2,1,0.533333333333333
2019-07-15-105042,words,test,tho_we,tho_we_na,ne_bu_bo,1,post-diff,1,1,0.533333333333333
2019-07-15-105042,words,test,bu_ra,to_bu_ra,bu_ra_to,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,ju_yu,ju_yu,ju_yu_ri,1,ident-post,1,1,0.533333333333333
2019-07-15-105042,words,test,ji_we,ji_we,ko_ju_bo,2,ident-diff,1,0,0.533333333333333
2019-07-15-105042,words,test,ni_yi,na_ni_yi,ni_yi_na,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,bu_ja,tha_bu_ja,bu_ja_tha,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ko_ke,ne_ko_ke,ko_ke_ne,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,na_ti,na_ti,ja_na_ti,1,ident-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,ja_thi,ja_thi,we_ja_thi,2,ident-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ri_ke,me_ri_ke,je_thu_ra,1,pre-diff,1,1,0.533333333333333
2019-07-15-105042,words,test,tho_ta,tho_ta_thu,me_yu_ri,2,post-diff,1,0,0.533333333333333
2019-07-15-105042,words,test,ko_tho,ko_tho,ji_te_re,2,ident-diff,1,0,0.533333333333333
2019-07-15-105042,words,test,yu_ke,yu_ke_tha,thi_yi_ta,1,post-diff,1,1,0.533333333333333
2019-07-15-105042,words,test,ro_ti,ta_ro_ti,ro_ti_ta,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ya_ja,ya_ja,ya_ja_tho,2,ident-post,1,0,0.533333333333333
2019-07-15-105042,words,test,thu_te,ko_thu_te,thu_te_ko,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,ye_ta,to_ye_ta,ye_ta_to,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,no_je,yi_no_je,no_je_yi,2,post-pre,1,0,0.533333333333333
2019-07-15-105042,words,test,me_ke,the_me_ke,ra_tho_ji,1,pre-diff,1,1,0.533333333333333
2019-07-15-105042,words,test,ro_bu,ne_ro_bu,ro_bu_ne,1,post-pre,1,1,0.533333333333333
2019-07-15-105042,words,test,ja_ti,ja_ti,ja_ti_yi,1,ident-post,1,1,0.533333333333333
2019-07-15-110217,shapes,test,parallelogram_kite,hexagon_parallelogram_kite,parallelogram_kite_hexagon,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,parallelogram_ellipse,pac_parallelogram_ellipse,kite_ring_pentagon,1,pre-diff,1,1,0.933333333333333
2019-07-15-110217,shapes,test,scalene_semicircle,pentagon_scalene_semicircle,scalene_semicircle_pentagon,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,arrow_hexagon,trapeze_arrow_hexagon,arrow_hexagon_trapeze,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,polygon_hexagon,polygon_hexagon,polygon_hexagon_right,1,ident-post,1,1,0.933333333333333
2019-07-15-110217,shapes,test,polygon_quatrefoil,semicircle_polygon_quatrefoil,polygon_quatrefoil_semicircle,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_trapeze,square_arrow_trapeze,arrow_trapeze_square,1,post-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,quatrefoil_pentagon,polygon_quatrefoil_pentagon,quatrefoil_pentagon_polygon,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,semicircle_circle,semicircle_circle_arrow,octagon_quatrefoil_kite,2,post-diff,2,1,0.933333333333333
2019-07-15-110217,shapes,test,kite_pentagon,circle_kite_pentagon,kite_pentagon_circle,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,scalene_quatrefoil,pac_scalene_quatrefoil,scalene_quatrefoil_pac,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,trefoil_hexagon,triangle_trefoil_hexagon,trefoil_hexagon_triangle,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,polygon_kite,quatrefoil_polygon_kite,polygon_kite_quatrefoil,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,crescent_quatrefoil,square_crescent_quatrefoil,crescent_quatrefoil_square,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,parallelogram_heart,rectangle_parallelogram_heart,parallelogram_heart_rectangle,1,post-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,hexagon_pac,trefoil_hexagon_pac,hexagon_pac_trefoil,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_crescent,arrow_crescent,quatrefoil_square_circle,1,ident-diff,1,1,0.933333333333333
2019-07-15-110217,shapes,test,square_pac,polygon_square_pac,square_pac_polygon,1,post-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,trapeze_pentagon,trapeze_pentagon,parallelogram_polygon_hexagon,2,ident-diff,2,1,0.933333333333333
2019-07-15-110217,shapes,test,trapeze_triangle,kite_trapeze_triangle,heart_trefoil_octagon,1,pre-diff,1,1,0.933333333333333
2019-07-15-110217,shapes,test,trefoil_triangle,arrow_trefoil_triangle,trefoil_triangle_arrow,1,post-pre,2,0,0.933333333333333
2019-07-15-110217,shapes,test,arrow_square,arrow_square,pac_arrow_square,1,ident-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,kite_rectangle,heart_kite_rectangle,kite_rectangle_heart,1,post-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,cross_parallelogram,crescent_cross_parallelogram,cross_parallelogram_crescent,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,rectangle_semicircle,rectangle_semicircle,ellipse_rectangle_semicircle,1,ident-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,ring_triangle,kite_ring_triangle,ring_triangle_kite,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,scalene_triangle,square_scalene_triangle,scalene_triangle_square,1,post-pre,2,0,0.933333333333333
2019-07-15-110217,shapes,test,hexagon_circle,hexagon_circle,hexagon_circle_semicircle,1,ident-post,1,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_pac,arrow_pac_cross,octagon_ellipse_diamond,1,post-diff,1,1,0.933333333333333
2019-07-15-110217,shapes,test,ellipse_circle,pac_ellipse_circle,ellipse_circle_pac,1,post-pre,1,1,0.933333333333333
2019-07-15-110217,shapes,test,trefoil_octagon,trefoil_octagon,triangle_trefoil_octagon,1,ident-pre,2,0,0.933333333333333
2019-07-15-110217,shapes,test,rectangle_crescent,rectangle_crescent,cross_trapeze_ellipse,2,ident-diff,2,1,0.933333333333333
2019-07-15-110217,shapes,test,trapeze_scalene,circle_trapeze_scalene,trapeze_scalene_circle,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,ellipse_octagon,square_ellipse_octagon,ellipse_octagon_square,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_star,arrow_star_cross,right_circle_heart,2,post-diff,2,1,0.933333333333333
2019-07-15-110217,shapes,test,star_square,octagon_star_square,star_square_octagon,2,post-pre,1,0,0.933333333333333
2019-07-15-110217,shapes,test,ellipse_square,ring_ellipse_square,ellipse_square_ring,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_scalene,trefoil_arrow_scalene,arrow_scalene_trefoil,2,post-pre,2,1,0.933333333333333
2019-07-15-110217,shapes,test,arrow_kite,arrow_kite,arrow_kite_cross,1,ident-post,1,1,0.933333333333333
2019-07-15-110217,shapes,test,square_circle,parallelogram_square_circle,polygon_octagon_semicircle,2,pre-diff,2,1,0.933333333333333
2019-07-15-120023,words,test,yu_ye,bo_yu_ye,ri_je_thi,1,pre-diff,1,1,0.466666666666667
2019-07-15-120023,words,test,thu_ko,ta_thu_ko,thu_ko_ta,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,bu_ta,bu_ta,bu_ta_no,1,ident-post,1,1,0.466666666666667
2019-07-15-120023,words,test,ji_thu,ji_thu,thi_the_ro,1,ident-diff,1,1,0.466666666666667
2019-07-15-120023,words,test,ko_je,ro_ko_je,ko_je_ro,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,ja_mo,yu_ja_mo,ja_mo_yu,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,me_ye,me_ye,me_ye_to,2,ident-post,1,0,0.466666666666667
2019-07-15-120023,words,test,ja_ni,ja_ni_to,ke_tho_yi,2,post-diff,1,0,0.466666666666667
2019-07-15-120023,words,test,we_bo,we_bo,mo_we_bo,2,ident-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,re_te,re_te,ta_re_te,2,ident-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,thu_te,bu_thu_te,ta_ye_thi,2,pre-diff,2,1,0.466666666666667
2019-07-15-120023,words,test,thu_ri,ko_thu_ri,thu_ri_ko,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,thu_ni,thu_ni,ja_ta_yu,1,ident-diff,1,1,0.466666666666667
2019-07-15-120023,words,test,ne_ya,mo_ne_ya,ne_ya_mo,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,ri_jo,na_ri_jo,ri_jo_na,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,ji_ri,jo_ji_ri,ta_we_the,2,pre-diff,1,0,0.466666666666667
2019-07-15-120023,words,test,no_te,ko_no_te,no_te_ko,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,thi_to,tha_thi_to,thi_to_tha,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,bu_no,ko_bu_no,bu_no_ko,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,wa_ja,ko_wa_ja,wa_ja_ko,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,mo_ri,ke_mo_ri,mo_ri_ke,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,ye_ni,ye_ni_ko,tho_no_the,2,post-diff,1,0,0.466666666666667
2019-07-15-120023,words,test,ja_ta,ko_ja_ta,ja_ta_ko,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,ro_ye,ji_ro_ye,ro_ye_ji,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,ja_no,ni_ja_no,ja_no_ni,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,yi_ne,bo_yi_ne,yi_ne_bo,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,tha_yu,ju_tha_yu,tha_yu_ju,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,me_no,me_no,we_je_bo,2,ident-diff,1,0,0.466666666666667
2019-07-15-120023,words,test,tho_ye,no_tho_ye,tho_ye_no,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,ja_ke,ja_ke,ja_ke_je,1,ident-post,1,1,0.466666666666667
2019-07-15-120023,words,test,ji_ni,bu_ji_ni,ji_ni_bu,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,yo_te,mo_yo_te,yo_te_mo,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,ro_me,thu_ro_me,ro_me_thu,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,ti_ni,ye_ti_ni,ti_ni_ye,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,wa_na,yu_wa_na,wa_na_yu,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,yo_je,thu_yo_je,yo_je_thu,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,the_ya,re_the_ya,the_ya_re,1,post-pre,1,1,0.466666666666667
2019-07-15-120023,words,test,yi_ni,yi_ni_ke,tho_ra_mo,1,post-diff,1,1,0.466666666666667
2019-07-15-120023,words,test,te_jo,mo_te_jo,te_jo_mo,2,post-pre,1,0,0.466666666666667
2019-07-15-120023,words,test,tho_the,tho_the,re_tho_the,2,ident-pre,1,0,0.466666666666667
2019-07-15-121739,shapes,test,kite_rectangle,kite_rectangle,hexagon_triangle_star,1,ident-diff,1,1,0.933333333333333
2019-07-15-121739,shapes,test,right_star,trapeze_right_star,right_star_trapeze,1,post-pre,2,0,0.933333333333333
2019-07-15-121739,shapes,test,pentagon_polygon,cross_pentagon_polygon,hexagon_arrow_parallelogram,2,pre-diff,2,1,0.933333333333333
2019-07-15-121739,shapes,test,arrow_semicircle,arrow_semicircle,arrow_semicircle_trefoil,1,ident-post,1,1,0.933333333333333
2019-07-15-121739,shapes,test,right_trefoil,kite_right_trefoil,right_trefoil_kite,1,post-pre,2,0,0.933333333333333
2019-07-15-121739,shapes,test,square_crescent,heart_square_crescent,square_crescent_heart,2,post-pre,1,0,0.933333333333333
2019-07-15-121739,shapes,test,ellipse_trapeze,diamond_ellipse_trapeze,ellipse_trapeze_diamond,1,post-pre,1,1,0.933333333333333
2019-07-15-121739,shapes,test,rectangle_parallelogram,triangle_rectangle_parallelogram,rectangle_parallelogram_triangle,2,post-pre,1,0,0.933333333333333
2019-07-15-121739,shapes,test,cross_circle,cross_circle,cross_circle_quatrefoil,1,ident-post,1,1,0.933333333333333
2019-07-15-121739,shapes,test,pentagon_circle,ring_pentagon_circle,pentagon_circle_ring,1,post-pre,2,0,0.933333333333333
