condition,subjID,phase,trial,trial_type,target,correct_order,correct,wrong,strategy,strategy_coded,lang1,lang1_rating,lang2,lang2_rating,lang3,lang3_rating,lang4,lang4_rating,response,accuracy,catch_accuracy,language,correct_choice,wrong_choice
syllables,GA0ZU3P8,test,8,ident-pre,na-mo,1,na-mo,tha-na-mo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,9,ident-pre,the-ne,1,the-ne,mo-the-ne,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,10,post-pre,to-no,1,to-no-na,na-to-no,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,11,post-pre,ju-ni,2,ju-ni-yi,yi-ju-ni,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,12,post-pre,wa-ke,2,wa-ke-na,na-wa-ke,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,13,post-pre,na-ni,1,na-ni-ro,ro-na-ni,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,14,post-pre,we-je,1,we-je-yu,yu-we-je,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,15,post-pre,no-me,1,no-me-ra,ra-no-me,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,16,pre-diff,tho-je,1,to-tho-je,ne-te-yo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,17,post-pre,we-ji,2,we-ji-tho,tho-we-ji,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,18,post-pre,ro-jo,2,ro-jo-yo,yo-ro-jo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,19,pre-diff,wa-me,1,tha-wa-me,ra-ye-ri,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,20,pre-diff,tha-ya,2,ne-tha-ya,je-ja-bo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,21,ident-pre,bo-te,2,bo-te,thi-bo-te,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,22,post-pre,jo-thi,2,jo-thi-ri,ri-jo-thi,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,23,post-pre,the-me,1,the-me-bo,bo-the-me,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,24,post-pre,yo-ji,1,yo-ji-ju,ju-yo-ji,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,25,post-pre,to-tho,2,to-tho-je,je-to-tho,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,26,post-pre,yo-ke,1,yo-ke-yi,yi-yo-ke,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,27,post-pre,te-ji,1,te-ji-je,je-te-ji,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,28,ident-diff,thu-ri,2,thu-ri,ro-wa-ne,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,29,post-diff,ko-no,2,ko-no-ye,yi-tha-mo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,30,post-pre,wa-to,1,wa-to-ke,ke-wa-to,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,31,post-pre,bu-the,2,bu-the-je,je-bu-the,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,32,post-pre,to-the,2,to-the-tha,tha-to-the,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,33,post-pre,re-yi,1,re-yi-yo,yo-re-yi,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,34,post-diff,ja-tho,1,ja-tho-ye,yi-thi-bo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,35,ident-post,ta-ko,1,ta-ko,ta-ko-me,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,36,post-pre,ko-ro,1,ko-ro-the,the-ko-ro,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,37,post-pre,we-thi,2,we-thi-me,me-we-thi,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.8,English,NA,NA
syllables,GA0ZU3P8,test,38,post-pre,thu-jo,2,thu-jo-ro,ro-thu-jo,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.8,English,NA,NA
syllables,GA0ZU3P8,test,39,post-pre,wa-ye,1,wa-ye-je,je-wa-ye,Just picked closest sounding option.,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.8,English,NA,NA
syllables,H9ZAQRGN,test,0,post-pre,tho-ke,2,tho-ke-ta,ta-tho-ke,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,1,post-pre,ta-yi,2,ta-yi-ti,ti-ta-yi,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,2,post-pre,no-re,2,no-re-me,me-no-re,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,3,post-pre,je-ti,1,je-ti-ne,ne-je-ti,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,4,ident-pre,ya-ri,2,ya-ri,ji-ya-ri,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,5,pre-diff,yo-thi,1,ri-yo-thi,ya-we-ja,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,6,ident-post,ya-thi,1,ya-thi,ya-thi-to,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,7,post-pre,to-ji,1,to-ji-ya,ya-to-ji,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,8,post-pre,bo-me,1,bo-me-ta,ta-bo-me,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,9,post-pre,ra-jo,2,ra-jo-ri,ri-ra-jo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,10,post-diff,na-ni,1,na-ni-yo,to-ko-te,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,11,ident-pre,wa-thi,2,wa-thi,ya-wa-thi,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,12,post-pre,wa-no,2,wa-no-je,je-wa-no,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,13,post-pre,no-ye,1,no-ye-mo,mo-no-ye,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,14,post-pre,tha-we,2,tha-we-bu,bu-tha-we,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,15,post-pre,me-ni,2,me-ni-yu,yu-me-ni,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,16,post-pre,ja-ti,1,ja-ti-tha,tha-ja-ti,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,17,ident-diff,me-we,2,me-we,ya-ja-na,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,18,post-pre,no-ne,2,no-ne-we,we-no-ne,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,19,ident-diff,tho-the,2,tho-the,bo-me-ri,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,20,post-pre,bu-ni,1,bu-ni-ke,ke-bu-ni,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,21,post-pre,te-ni,1,te-ni-re,re-te-ni,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,22,post-pre,yu-no,2,yu-no-je,je-yu-no,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,23,ident-post,ra-tho,2,ra-tho,ra-tho-jo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,24,post-pre,thi-yi,1,thi-yi-wa,wa-thi-yi,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,25,post-pre,bu-re,2,bu-re-no,no-bu-re,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,26,ident-pre,ja-re,1,ja-re,tho-ja-re,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,27,post-diff,na-re,1,na-re-ri,yo-wa-ra,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,28,ident-diff,ya-we,1,ya-we,tha-re-bo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,0,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,29,post-diff,mo-yi,2,mo-yi-jo,yo-ja-thi,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,30,post-pre,ta-ko,2,ta-ko-ya,ya-ta-ko,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,31,pre-diff,yo-ji,2,ni-yo-ji,jo-je-thu,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,32,ident-post,bo-ri,1,bo-ri,bo-ri-yo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,33,post-pre,thu-yo,2,thu-yo-bo,bo-thu-yo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,34,post-pre,ta-jo,2,ta-jo-ra,ra-ta-jo,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,35,post-pre,ta-je,1,ta-je-yi,yi-ta-je,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,36,post-pre,na-to,2,na-to-ro,ro-na-to,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,37,pre-diff,ti-ni,1,we-ti-ni,bu-tha-ji,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,38,post-pre,bu-ro,2,bu-ro-thi,thi-bu-ro,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,H9ZAQRGN,test,39,post-pre,ro-we,1,ro-we-ri,ri-ro-we,Listen carefully.,no_strategy,English,10,1,8,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,0,post-pre,jo-ni,2,jo-ni-ri,ri-jo-ni,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,1,pre-diff,bo-ke,1,tho-bo-ke,tha-ya-wa,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,2,post-pre,ra-ne,2,ra-ne-yi,yi-ra-ne,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,3,post-pre,wa-te,2,wa-te-ja,ja-wa-te,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,4,ident-diff,ko-ti,2,ko-ti,ni-ya-tha,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,5,post-pre,me-re,1,me-re-wa,wa-me-re,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,6,ident-pre,wa-ko,2,wa-ko,thu-wa-ko,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,7,post-pre,ya-yu,1,ya-yu-yi,yi-ya-yu,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,8,post-pre,tho-bo,2,tho-bo-ji,ji-tho-bo,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,0,0.933333333,English,NA,NA
syllables,QX61V5DD,test,9,pre-diff,tho-mo,1,ji-tho-mo,we-ju-ta,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,10,post-pre,tho-ro,2,tho-ro-je,je-tho-ro,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,11,pre-diff,ju-ye,2,mo-ju-ye,me-tha-mo,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,12,post-pre,te-ri,2,te-ri-thi,thi-te-ri,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,13,post-pre,tho-ji,2,tho-ji-ta,ta-tho-ji,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,14,ident-pre,yo-ri,1,yo-ri,me-yo-ri,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,15,post-pre,ta-to,1,ta-to-re,re-ta-to,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,16,ident-pre,mo-ri,1,mo-ri,tha-mo-ri,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,17,post-pre,yu-no,2,yu-no-jo,jo-yu-no,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,0,0.933333333,English,NA,NA
syllables,QX61V5DD,test,18,post-pre,ra-the,1,ra-the-tho,tho-ra-the,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,19,post-pre,bo-ri,1,bo-ri-yo,yo-bo-ri,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,20,ident-diff,the-ni,1,the-ni,ta-bo-tha,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,21,post-pre,ja-me,1,ja-me-no,no-ja-me,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,22,post-pre,ja-ro,1,ja-ro-mo,mo-ja-ro,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,23,post-diff,no-ke,2,no-ke-ja,ja-yo-bo,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,0,0.933333333,English,NA,NA
syllables,QX61V5DD,test,24,post-pre,na-the,1,na-the-to,to-na-the,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,25,post-pre,to-ke,1,to-ke-mo,mo-to-ke,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,26,post-pre,ke-we,1,ke-we-bo,bo-ke-we,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,27,ident-post,na-ro,1,na-ro,na-ro-ja,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,28,post-pre,ri-ji,1,ri-ji-ti,ti-ri-ji,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,29,post-pre,thi-yi,2,thi-yi-bu,bu-thi-yi,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,30,post-pre,the-me,1,the-me-ri,ri-the-me,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,0,0.933333333,English,NA,NA
syllables,QX61V5DD,test,31,ident-post,the-yi,2,the-yi,the-yi-bu,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,32,ident-diff,no-re,2,no-re,yu-ni-ju,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,33,post-pre,tho-me,2,tho-me-ya,ya-tho-me,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,2,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,34,post-diff,na-yo,1,na-yo-ta,yi-re-ji,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,35,post-pre,ya-ko,1,ya-ko-ji,ji-ya-ko,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,36,post-pre,ya-thu,1,ya-thu-we,we-ya-thu,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,37,post-diff,ri-yi,1,ri-yi-wa,ya-ja-bu,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,38,ident-post,te-ne,1,te-ne,te-ne-no,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,1,0.933333333,English,NA,NA
syllables,QX61V5DD,test,39,post-pre,ju-jo,2,ju-jo-yo,yo-ju-jo,If the phrase was first I usually put it as the one that was most like it.,beginning,English,NA,NA,NA,NA,NA,NA,NA,1,0,0.933333333,English,NA,NA
syllables,B0JKV13G,test,0,pre-diff,bu-tho,1,ju-bu-tho,jo-we-yu,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,1,post-pre,na-tho,2,na-tho-ye,ye-na-tho,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,2,post-pre,na-yu,2,na-yu-me,me-na-yu,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,3,post-pre,bo-re,1,bo-re-the,the-bo-re,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,4,post-pre,wa-bo,1,wa-bo-ra,ra-wa-bo,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,5,ident-post,na-ni,2,na-ni,na-ni-ya,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.866666667,English,NA,NA
syllables,B0JKV13G,test,6,post-pre,tho-yi,2,tho-yi-yo,yo-tho-yi,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,0,0.866666667,English,NA,NA
syllables,B0JKV13G,test,7,ident-pre,mo-ro,2,mo-ro,ye-mo-ro,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,8,post-pre,tha-mo,1,tha-mo-yi,yi-tha-mo,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,9,post-pre,tha-me,2,tha-me-tho,tho-tha-me,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,10,post-pre,bo-ne,2,bo-ne-ra,ra-bo-ne,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,11,post-diff,ta-yo,1,ta-yo-na,ra-yo-ti,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,0,0.866666667,English,NA,NA
syllables,B0JKV13G,test,12,post-pre,no-thi,1,no-thi-ya,ya-no-thi,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,13,post-pre,wa-tho,1,wa-tho-ri,ri-wa-tho,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,14,post-pre,tha-yi,2,tha-yi-ya,ya-tha-yi,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,15,post-pre,thu-to,1,thu-to-ke,ke-thu-to,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,16,post-pre,the-ye,1,the-ye-te,te-the-ye,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,17,ident-diff,ja-to,1,ja-to,ja-yi-tho,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,18,ident-pre,na-no,1,na-no,ko-na-no,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,19,post-pre,bu-te,1,bu-te-yi,yi-bu-te,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,20,ident-post,thu-me,1,thu-me,thu-me-ni,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,21,post-diff,thu-tho,2,thu-tho-mo,ta-je-ke,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,2,1,0.866666667,English,NA,NA
syllables,B0JKV13G,test,22,post-pre,ta-te,1,ta-te-ke,ke-ta-te,NA,no_strategy,English,10,NA,NA,NA,NA,NA,NA,1,1,0.866666667,English,NA,NA
